"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Fendji J.L.K.E.; Tala D.C.M.; Yenke B.O.; Atemkeng M.","Fendji, Jean Louis K. E (57216780692); Tala, Diane C. M. (57245821300); Yenke, Blaise O. (26647251000); Atemkeng, Marcellin (39960943100)","57216780692; 57245821300; 26647251000; 39960943100","Automatic Speech Recognition Using Limited Vocabulary: A Survey","2022","Applied Artificial Intelligence","36","1","2095039","","","54","10.1080/08839514.2022.2095039","https://www.scopus.com/pages/publications/85134881097?origin=resultslist","Department of Computer Engineering, University Institute of Technology, University of Ngaoundere, Cameroon; Department Mathematics and Computer Science, Faculty of Science, University of Ngaoundere, Cameroon; Department of Mathematics, Rhodes University, Grahamstown, South Africa","Fendji J.L.K.E., Department of Computer Engineering, University Institute of Technology, University of Ngaoundere, Cameroon; Tala D.C.M., Department Mathematics and Computer Science, Faculty of Science, University of Ngaoundere, Cameroon; Yenke B.O., Department of Computer Engineering, University Institute of Technology, University of Ngaoundere, Cameroon; Atemkeng M., Department of Mathematics, Rhodes University, Grahamstown, South Africa","Automatic Speech Recognition (ASR) is an active field of research due to its large number of applications and the proliferation of interfaces or computing devices that can support speech processing. However, the bulk of applications are based on well-resourced languages that overshadow under-resourced ones. Yet, ASR represents an undeniable means to promote such languages, especially when designing human-to-human or human-to-machine systems involving illiterate people. An approach to design an ASR system targeting under-resourced languages is to start with a limited vocabulary. ASR using a limited vocabulary is a subset of the speech recognition problem that focuses on the recognition of a small number of words or sentences. This paper aims to provide a comprehensive view of mechanisms behind ASR systems as well as techniques, tools, projects, recent contributions, and possible future directions in ASR using a limited vocabulary. This work consequently provides a way forward when designing an ASR system using limited vocabulary. Although an emphasis is put on limited vocabulary, most of the tools and techniques reported in this survey can be applied to ASR systems in general. AbbreviationsACC: Accuracy; AM: Acoustic Model; ASR: Automatic Speech Recognition; BD-4SK-ASR: Basic Dataset for Sorani Kurdish Automatic Speech Recognition; CER: Character Error Rate; CMU: Carnegie Mellon University; CNN: Convolutional Neural Network; CNTK: CogNitive ToolKit; CUED: Cambridge University Engineering Department; DCT:Discrete Cosine Transformation; DL: Deep Learning; DNN: Deep Neural Network; DRL: Deep Reinforcement Learning; DWT: Discrete Wavelet Transform; FFT: Fast Fourier Transformation; GMM: Gaussian Mixture Model; HMM: Hidden Markov Model; HTK: Hidden Markov Model ToolKit; JASPER: Just Another Speech Recognizer; LDA: Linear Discriminant Analysis; LER: Letter Error Rate; LGB: Light Gradient Boosting Machine; LM:Language Model; LPC: Linear Predictive Coding; LVCSR: Large Vocabulary Continuous Speech Recognition; LVQ: Learning Vector Quantization Algorithm; MFCC: Mel-Frequency Cepstrum Coefficient; ML: Machine Learning; PCM:Pulse-Code Modulation; PPVT: Peabody Picture Vocabulary Test; RASTA: RelAtive SpecTral; RLAT: Rapid Language Adaptation Toolkit; S2ST: Speech-to-Speech Translation; SAPI: Speech Application Programming Interface; SDK: Software Development Kit; SVASR:Small Vocabulary Automatic Speech Recognition; WER: Word Error Rate. © 2022 The Author(s). Published with license by Taylor & Francis Group, LLC.","","Computer programming; Convolutional neural networks; Decoding; Deep neural networks; Discrete cosine transforms; Discrete wavelet transforms; Discriminant analysis; Error correction; Gaussian distribution; Hidden Markov models; Learning systems; Long short-term memory; Reinforcement learning; Speech processing; Speech recognition; Speech transmission; Statistical tests; Trellis codes; Active field; Automatic speech recognition; Automatic speech recognition system; Computing devices; Illiterate peoples; Interface devices; Machine systems; Possible futures; Under-resourced; Under-resourced languages; Surveys","J.L.K.E. Fendji; Department of Computer Engineering, University Institute of Technology, University of Ngaoundere, Ngaoundere, 455, Cameroon; email: lfendji@gmail.com; M. Atemkeng; Marcellin Atemkeng Department of Mathematics, Rhodes University, Grahamstown, 6140, South Africa; email: m.atemkeng@ru.ac.za","","Taylor and Francis Ltd.","08839514","","AAINE","","English","Appl Artif Intell","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85134881097"
"Mitas M.; Sachweh S.","Mitas, Marcel (60406790700); Sachweh, Sabine (54912166300)","60406790700; 54912166300","Lifelong Learning in Software Engineering: Towards an AI-driven Tutor for Cloud-Based Software Architectures","2025","IEEE European Technology and Engineering Management Summit, E-TEMS","","2025","","92","97","0","10.1109/E-TEMS64751.2025.11239087","https://www.scopus.com/pages/publications/105030539581?origin=resultslist","IDiAL Institute, University of Applied Sciences and Arts, Dortmund, Germany","Mitas M., IDiAL Institute, University of Applied Sciences and Arts, Dortmund, Germany; Sachweh S., IDiAL Institute, University of Applied Sciences and Arts, Dortmund, Germany","The emerging of large language models (LLM's) like ChatGPT helped to utilize artificial intelligence (AI) to understand basic concepts of programming in university courses, but also to automate and assist in repetitive procedures in the software engineering process. However, existing approaches to learn the skills and best practices to create software architectures and the underlying domain models with the help of AI expect a certain level of experience in software engineering. Besides, current approaches to configure LLMs with prompt engineering to answer as an AI tutor rather assist students in learning basic programming skills in university courses than in software architecture design. In this paper, a four-step-approach is proposed to prompt LLMs, namely ChatGPT-4o and Llama 3.1, to act like a tutor and help novices in software engineering build their own software architectures, apply best practices and understand them. To do this, the LLMs receive initial prompts with the assignment of a tutor role, and descriptions of the target group, system's requirements and context. Then, example questions, domain models, and software architectures will be sent to the LLMs and evaluated if the answers relate to the models and requirements and comply with the initial prompt. Tests with the MobSTr dataset showed overall suitability of these LLMs for tutoring in software design, but also limitations regarding some general answers and the processing speed of local built LLMs. © 2025 IEEE.","artificial intelligence; education; large language models; software architecture; teaching","Architecture; Computer aided instruction; Curricula; Education computing; Engineering education; Software architecture; Software design; Software testing; Students; Teaching; Basic concepts; Best practices; Cloud-based; Domain model; Language model; Large language model; Learn+; Life long learning; Software engineering process; University course; Artificial intelligence","M. Mitas; IDiAL Institute, University of Applied Sciences and Arts, Dortmund, Germany; email: marcel.mitas@fh-dortmund.de","","Institute of Electrical and Electronics Engineers Inc.","28367588","","","","English","IEEE European Technol. Eng. Manag. Summit, E-TEMS","Conference paper","Final","","Scopus","2-s2.0-105030539581"
"","","","EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Industry Track","2025","EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Industry Track","","","","","","0","","https://www.scopus.com/pages/publications/105039632652?origin=resultslist","","","The proceedings contain 193 papers. The topics discussed include: RAVEN++: pinpointing fine-grained violations in advertisement videos with active reinforcement reasoning; CRAB: a benchmark for evaluating curation of retrieval-augmented LLMs in biomedicine; VENUS: A VLLM-driven video content discovery system for real application scenarios; audio query handling system with integrated expert models and contextual understanding; generative reviewer agents: scalable simulacra of peer review; RCI: a score for evaluating global and local reasoning in multimodal benchmarks; toward reliable clinical coding with language models: verification and lightweight adaptation; enhancing talent search ranking with role-aware expert mixtures and LLM-based fine-grained job descriptions; and CitySim: modeling urban behaviors and city dynamics with large-scale LLM-driven agent simulation.","","","","Potdar S.; Rojas-Barahona L.; Montella S.","Association for Computational Linguistics (ACL)","","979-889176333-3","","","English","EMNLP - Conf. Empir. Methods Nat. Lang. Process., Proc. Ind. Track","Conference review","Final","","Scopus","2-s2.0-105039632652"
"Islam A.; Chang K.","Islam, Azharul (57650902500); Chang, Kyunghi (16678243500)","57650902500; 16678243500","Beyond Bit Fidelity: Dual-Mode Domain-Aware Knowledge-Enhanced Semantic Text Communication Framework","2026","IEEE Transactions on Network Science and Engineering","13","","","7964","7986","0","10.1109/TNSE.2026.3676381","https://www.scopus.com/pages/publications/105034434120?origin=resultslist","Inha University, Department of Electrical and Computer Engineering, Incheon, 22212, South Korea","Islam A., Inha University, Department of Electrical and Computer Engineering, Incheon, 22212, South Korea; Chang K., Inha University, Department of Electrical and Computer Engineering, Incheon, 22212, South Korea","Semantic communication has emerged as a transformative paradigm for sixth-generation (6G) wireless networks, prioritizing meaning preservation over bit-level accuracy. However, existing frameworks face critical limitations including insufficient terminology preservation, prohibitive API costs for LLM-based reconstruction, and inability to adapt to varying channel conditions. This paper presents a dual-mode domain-aware semantic communication framework integrating knowledge-enhanced compression, content-adaptive unequal error protection (UEP), and reinforcement learning (RL)-driven intelligent reconstruction. Mode 1 (cloud/API-assisted) achieves 98.2% semantic similarity and 96.8% BLEU using GPT-4-turbo for quality-critical applications, while Mode 2 (edge/local) achieves 87.8% semantic similarity and 82.3% BLEU with zero external dependency using a local Mini-LLM (355 M parameters) for latency-critical scenarios. Key contributions include: (1) entropy-adaptive VAE compression with dynamic dimensionality and domain-specific knowledge base enhancement for improved terminology preservation; (2) gradient-based dimension-level UEP with multi-level modulation allocating stronger protection to semantically critical embedding dimensions; and (3) PPO-based multi-path reconstruction intelligently selecting among DVAE-enhanced, pattern-based, and ensemble strategies based on channel conditions and semantic quality indicators. Extensive evaluation on Europarl, News, and Technical corpora across SNR 0–20 dB demonstrates statistically significant improvements over DeepSC, R-DeepSC, and KG-LLM-SC while enabling flexible deployment from cloud-assisted to real-time edge computing. © 2013 IEEE.","6G wireless networks; deep joint source-channel coding; knowledge base; reinforcement learning; Semantic communication; unequal error protection; variational autoencoder","Channel coding; Deep learning; Distributed computer systems; Domain Knowledge; Image coding; Learning systems; Mobile telecommunication systems; Terminology; Wireless networks; 6g wireless network; Auto encoders; Deep joint source-channel coding; Dual modes; Joint source/channel coding; Knowledge base; Reinforcement learnings; Semantic communication; Unequal error protections; Variational autoencoder; Reinforcement learning","K. Chang; Inha University, Department of Electrical and Computer Engineering, Incheon, 22212, South Korea; email: khchang@inha.ac.kr","","IEEE Computer Society","23274697","","","","English","IEEE Trans. Netw. Sci. Eng.","Article","Final","","Scopus","2-s2.0-105034434120"
"","","","7th International Conference on Machine Learning for Cyber Security, ML4CS 2025","2026","Lecture Notes in Computer Science","16456 LNCS","","","","","0","","https://www.scopus.com/pages/publications/105039863459?origin=resultslist","","","The proceedings contain 18 papers. The special focus in this conference is on Machine Learning for Cyber Security. The topics include: A Fast-Verifiable Threshold BLS Signature Scheme; Cracking Passwords with LLMs by Exploiting Linguistic Features; agentGuard: An Active Threat Discovery System for Package Confusion Using Multi-agent Collaboration; parallelizable Oblivious Non-equi-Joins in Trusted Execution Environments; blockchain-Based Anonymous Aggregate Signature Scheme for Medical Internet of Things; A Structured Chinese Encoding Framework for Multi-field Encrypted Fuzzy Query with Non-bootstrapping CKKS; evidential Deep Fusion for Multi-channel Analysis Against Public-Key Cryptosystems; Token-Efficient Binary Vulnerability Prioritization via Function Pre-filtering with LLMs; a Prefix-Based Homomorphic Encryption Protocol for Efficient Secure Comparison; a Verifiable Data Possession Scheme for Distributed Computing; entropy-Aware Watermarking for Code Generation Models; a Verifiable and Privacy-Preserving Federated Learning Framework via Homomorphic Encryption; empirical Study on Adversarial Robustness Degradation in Image Classification via Unlearning; P2FR-VFL: Privacy-Enhanced Vertical Federated Learning Framework via P2FR-PSI and Homomorphic Encryption; performance Evaluation of Parallel Inference Pipeline for Multi-model Processing on Edge Devices; multi-authority Attribute-Based Access Control with Dynamic Policy Updates for Federated Learning.","","","","Xiang Y.; Shen J.","Springer Science and Business Media Deutschland GmbH","03029743","978-981957819-1","","","English","Lect. Notes Comput. Sci.","Conference review","Final","","Scopus","2-s2.0-105039863459"
"Narayanan Venkit P.; Graziul C.; Goodman M.A.; Kenny S.N.; Wilson S.","Narayanan Venkit, Pranav (57222761544); Graziul, Christopher (43461372700); Goodman, Miranda Ardith (59234865800); Kenny, Samantha Nicole (59234307900); Wilson, Shomir (23096791700)","57222761544; 43461372700; 59234865800; 59234307900; 23096791700","Race and Privacy in Broadcast Police Communications","2024","Proceedings of the ACM on Human-Computer Interaction","8","CSCW2","382","","","5","10.1145/3686921","https://www.scopus.com/pages/publications/85205998486?origin=resultslist","Pennslylvania State University, University Park, PA, United States; University of Chicago, Chicago, IL, United States","Narayanan Venkit P., Pennslylvania State University, University Park, PA, United States; Graziul C., University of Chicago, Chicago, IL, United States; Goodman M.A., Pennslylvania State University, University Park, PA, United States; Kenny S.N., Pennslylvania State University, University Park, PA, United States; Wilson S., Pennslylvania State University, University Park, PA, United States","Radios are essential for the operations of modern police departments, and they function as both a collaborative communication technology and a sociotechnical system. However, little prior research has examined their usage or their connections to individual privacy and the role of race in policing, two growing topics of concern in the US. As a case study, we examine the Chicago Police Department’s (CPD’s) use of broadcast police communications (BPC) to coordinate the activity of law enforcement officers (LEOs) in the city. From a recently assembled archive of 80, 775 hours of BPC associated with CPD operations, we analyze human-generated text transcripts of radio transmissions broadcast 9:00 AM to 5:00 PM on August 10th, 2018 in one majority Black, one majority White, and one majority Hispanic area of the city (24 hours of audio) to explore four research questions: (1) Do BPC reflect reported racial disparities in policing? (2) How and when is gender, race/ethnicity, and age mentioned in BPC? (3) To what extent do BPC include sensitive information, and who is put at most risk by this practice? (4) To what extent can large language models (LLMs) heighten this risk? We explore the vocabulary and speech acts used by police in BPC, comparing mentions of personal characteristics to local demographics, the personal information shared over BPC, and the privacy concerns that it poses. Analysis indicates (a) policing professionals in the city of Chicago exhibit disproportionate attention to Black members of the public regardless of context, (b) sociodemographic characteristics like gender, race/ethnicity, and age are primarily mentioned in BPC about event information, and (c) disproportionate attention introduces disproportionate privacy risks for Black members of the public. This study shows BPC can provide a novel window into disproportionate attention (i.e., via radio communications) by law enforcement officers to specific racial groups, leading to increased privacy vulnerability for those groups, particularly Black males. © 2024 Copyright held by the owner/author(s).","broadcast police communication; lexical analysis; policing disparities; privacy vulnerability; qualitative coding; social informatics","Artificial intelligence; C (programming language); Crime; Data privacy; Differential privacy; Economic and social effects; Problem oriented languages; Public risks; Radio; Risk assessment; Broadcast police communication; Chicago; Collaborative communications; Communicationtechnology; Law enforcement officers; Lexical analysis; Policing disparity; Privacy vulnerability; Qualitative coding; Social Informatics; Radio communication","","","Association for Computing Machinery","25730142","","","","English","Proc. ACM Hum. Comput. Interact.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85205998486"
"Guan B.; Chu G.; Wang Z.; Li J.; Yi B.","Guan, Bo (57732658000); Chu, Guangdi (57221380263); Wang, Ziying (57217068699); Li, Jianmin (36059609600); Yi, Bo (56577402800)","57732658000; 57221380263; 57217068699; 36059609600; 56577402800","Instance-level semantic segmentation of nuclei based on multimodal structure encoding","2025","BMC Bioinformatics","26","1","42","","","7","10.1186/s12859-025-06066-8","https://www.scopus.com/pages/publications/85218193425?origin=resultslist","Key Lab for Mechanism Theory and Equipment Design of Ministry of Education, Tianjin University, Tianjin, 300072, China; Department of Urology, The Affiliated Hospital of Qingdao University, Qingdao, 266000, China; Department of Medicine, Qingdao University, Qingdao, 266000, China; Department of General Surgery, Third Xiangya Hospital, Central South University, Changsha, 410013, China","Guan B., Key Lab for Mechanism Theory and Equipment Design of Ministry of Education, Tianjin University, Tianjin, 300072, China; Chu G., Department of Urology, The Affiliated Hospital of Qingdao University, Qingdao, 266000, China; Wang Z., Department of Medicine, Qingdao University, Qingdao, 266000, China; Li J., Key Lab for Mechanism Theory and Equipment Design of Ministry of Education, Tianjin University, Tianjin, 300072, China; Yi B., Department of General Surgery, Third Xiangya Hospital, Central South University, Changsha, 410013, China","Background: Accurate segmentation and classification of cell nuclei are crucial for histopathological image analysis. However, existing deep neural network-based methods often struggle to capture complex morphological features and global spatial distributions of cell nuclei due to their reliance on local receptive fields. Methods: This study proposes a graph neural structure encoding framework based on a vision-language model. The framework incorporates: (1) A multi-scale feature fusion and knowledge distillation module utilizing the Contrastive Language-Image Pre-training (CLIP) model’s image encoder; (2) A method to transform morphological features of cells into textual descriptions for semantic representation; and (3) A graph neural network approach to learn spatial relationships and contextual information between cell nuclei. Results: Experimental results demonstrate that the proposed method significantly improves the accuracy of cell nucleus segmentation and classification compared to existing approaches. The framework effectively captures complex nuclear structures and global distribution features, leading to enhanced performance in histopathological image analysis. Conclusions: By deeply mining the morphological features of cell nuclei and their spatial topological relationships, our graph neural structure encoding framework achieves high-precision nuclear segmentation and classification. This approach shows significant potential for enhancing histopathological image analysis, potentially leading to more accurate diagnoses and improved understanding of cellular structures in pathological tissues. © The Author(s) 2025.","Cell nucleus segmentation; Graph neural networks; Histopathological image; Multimodal fusion","Algorithms; Cell Nucleus; Deep Learning; Humans; Image Processing, Computer-Assisted; Neural Networks, Computer; Semantics; Cell culture; Deep neural networks; Distillation equipment; Encoding (symbols); Graph neural networks; Image analysis; Image coding; Image enhancement; Image fusion; Network theory (graphs); Semantics; Visual languages; Cell nuclei segmentation; Cell nucleus; Encodings; Graph neural networks; Histopathological image analysis; Histopathological images; Morphological features; Multi-modal fusion; Neural structures; Semantic segmentation; article; cell nucleus; cell structure; deep neural network; diagnosis; distillation; graph neural network; histopathology; human; human tissue; image analysis; language model; pathological tissue; receptive field; algorithm; artificial neural network; deep learning; image processing; procedures; semantics; Semantic Segmentation","J. Li; Key Lab for Mechanism Theory and Equipment Design of Ministry of Education, Tianjin University, Tianjin, 300072, China; email: mjli@tju.edu.cn; B. Yi; Department of General Surgery, Third Xiangya Hospital, Central South University, Changsha, 410013, China; email: yibo2018pro@126.com","","BioMed Central Ltd","14712105","","BBMIC","39915737","English","BMC Bioinform.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85218193425"
"Chavan K.; Balaji K.; Barigidad S.; Chiluveru S.R.","Chavan, Kunal (59549908200); Balaji, Keertan (58729555200); Barigidad, Spoorti (57219560386); Chiluveru, Samba Raju (57206841213)","59549908200; 58729555200; 57219560386; 57206841213","VocalEyes: Enhancing Environmental Perception for the Visually Impaired through Vision-Language Models and Distance-Aware Object Detection","2024","2024 IEEE Conference on Engineering Informatics, ICEI 2024","","","","","","4","10.1109/ICEI64305.2024.10912415","https://www.scopus.com/pages/publications/105001481928?origin=resultslist","Vellore Institute of Technology, School of Electronics Engineering, Vellore, India; S.R.M Institute of Technology, Department of Computer Science and Engineering, Chennai, India; Electrical Electronics and Communication Engineering IIT Dharwad, Dharwad, India","Chavan K., Vellore Institute of Technology, School of Electronics Engineering, Vellore, India; Balaji K., S.R.M Institute of Technology, Department of Computer Science and Engineering, Chennai, India; Barigidad S., Electrical Electronics and Communication Engineering IIT Dharwad, Dharwad, India; Chiluveru S.R., Electrical Electronics and Communication Engineering IIT Dharwad, Dharwad, India","With an increasing demand for assistive technologies that promote the independence and mobility of visually impaired people, this study suggests an innovative real-time system that gives audio descriptions of a user's surroundings to improve situational awareness. The system acquires live video input and processes it with a quantized and fine-tuned Florence-2 big model, adjusted to 4-bit accuracy for efficient operation on low-power edge devices such as the NVIDIA Jetson Orin Nano. By transforming the video signal into frames with a 5 -frame latency, the model provides rapid and contextually pertinent descriptions of objects, pedestrians, and barriers, together with their estimated distances. The system employs Parler TTS Mini, a lightweight and adaptable Text-to-Speech (TTS) solution, for efficient audio feedback. It accommodates 34 distinct speaker types and enables customization of speech tone, pace, and style to suit user requirements. This study examines the quantization and fine-tuning techniques utilized to modify the Florence-2 model for this application, illustrating how the integration of a compact model architecture with a versatile TTS component improves real-time performance and user experience. The proposed system is assessed based on its accuracy, efficiency, and usefulness, providing a viable option to aid vision-impaired users in navigating their surroundings securely and successfully. © 2024 IEEE.","4-bit quantization; Distance estimation; Edge devices; Fine-tuning; Florence-2 model; NVIDIA Jetson Orin Nano; Object detection; Parler TTS Mini; Spatial awareness; Text-to-Speech","Audio systems; Eyeglasses; Image coding; Mobility aids for blind persons; Quantization (signal); Vision; 4-bit quantization; Distance estimation; Edge device; Fine tuning; Florence; Florence-2 model; NVIDIA jetson orin nano; Objects detection; Parler text-to-speech mini; Quantisation; Spatial awareness; Text to speech; Speech enhancement","K. Chavan; Vellore Institute of Technology, School of Electronics Engineering, Vellore, India; email: kunalchavan245@gmail.com","","Institute of Electrical and Electronics Engineers Inc.","","979-833150577-6","","","English","IEEE Conf. Eng. Informatics, ICEI","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105001481928"
"Ma J.; Li L.; Niu T.; Pan Z.","Ma, Jun (60785081900); Li, Linsen (56094027200); Niu, Tianyi (60785082000); Pan, Zewei (59759980200)","60785081900; 56094027200; 60785082000; 59759980200","SemanticRerank: Retrieval-Augmented Code Completion with Adaptive Semantic-Textual Fusion","2027","Lecture Notes in Computer Science","16664 LNCS","","","222","233","0","10.1007/978-981-92-3426-4_19","https://www.scopus.com/pages/publications/105047036502?origin=resultslist","School of Computer Science, Shanghai Jiao Tong University, Shanghai, 200240, China","Ma J., School of Computer Science, Shanghai Jiao Tong University, Shanghai, 200240, China; Li L., School of Computer Science, Shanghai Jiao Tong University, Shanghai, 200240, China; Niu T., School of Computer Science, Shanghai Jiao Tong University, Shanghai, 200240, China; Pan Z., School of Computer Science, Shanghai Jiao Tong University, Shanghai, 200240, China","Repository-level code completion is the task of completing unfinished code based on a broader context of the repository. While existing approaches have made progress using retrieval-augmented generation (RAG), they predominantly rely on textual similarity. This limitation often causes them to overlook code snippets that are semantically similar but textually diverse. To address these challenges, we propose SemanticRerank, a novel retrieval-reranking framework. First, we introduce a File-Context-Aware Structural Analysis method. By parsing complete source files and mapping global semantic features to local sliding windows, we enable precise structural comparison even for syntactically broken snippets. Second, we propose an Adaptive Semantic-Textual Fusion mechanism that dynamically balances textual and semantic similarities based on code complexity. This allows the framework to fully exploit the complementary strengths of both metrics. Experimental results on the RepoEval benchmark demonstrate that SemanticRerank consistently outperforms the state-of-the-art RepoCoder in both Exact Match and Edit Similarity, validating the necessity of semantic awareness in repository-level code retrieval. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2027.","Abstract Syntax Tree Similarity; Adaptive Fusion; Code Completion; Large Language Model; Retrieval-Augmented Generation","Computational linguistics; Information retrieval; Latent semantic analysis; Semantic Web; Semantics; Syntactics; Abstract syntax tree similarity; Abstract Syntax Trees; Adaptive fusion; Code completions; Language model; Large language model; Re-ranking; Retrieval-augmented generation; Textual similarities; Tree similarities; Codes (symbols)","L. Li; School of Computer Science, Shanghai Jiao Tong University, Shanghai, 200240, China; email: lsli@sjtu.edu.cn","Huang D.-S.; Pan Y.; Zhang C.; Chen W.; Premaratne P.","Springer Science and Business Media Deutschland GmbH","03029743","978-981923425-7","","","English","Lect. Notes Comput. Sci.","Conference paper","Final","","Scopus","2-s2.0-105047036502"
"Zhi W.","Zhi, Wang (59261741600)","59261741600","Multi-modal Medical Q&A System","2024","ACM International Conference Proceeding Series","","","","414","424","1","10.1145/3675249.3675321","https://www.scopus.com/pages/publications/85201294968?origin=resultslist","College of Computer Science, Hubei University of Technology, Wuhan, 430000, China","Zhi W., College of Computer Science, Hubei University of Technology, Wuhan, 430000, China","Applying AI to the medical field to help patients and doctors reference is a major direction of AI application. The integration of multimodal vision into large language models is an inevitable requirement in reality. This article chooses to use GPT self instructions to generate question and answer instruction data, and collects medical image and Chinese text data from PubMed Central Chinese version papers as a multimodal dataset. Utilizing the contextual attention of the transformer to obtain rich information, coupled with CNN encoding of visual images, introducing detail processing structures, and meeting medical detail requirements for local enhancement. In the fine-grained modal alignment transformation, adaptive patches matching module and generated text codebook are introduced to segment and encode the images. Suitable text and image encoders are introduced, and perceptrons are added to aggregate and normalize the embedded text and image representations for easy learning. The achieves image to text question answering and pure text question answering through a bidirectional llm structure. Introducing zero shot fine-tuning prompts during training to compensate for insufficient and unprofessional labeled data. When generating data and model fine-tuning, modifying the prompt template and self consistency of cots for self validation optimizes multiple cots to screen for relatively better Q&A. Simultaneously introducing optimizers and contrast-loss to adjust the learning rate of the model in an attempt to optimize production speed, introducing suitable optimizers and qlora, moving towards a fast, resource efficient modeling direction.  © 2024 ACM.","Adaptive patches matching modules; Bidirectional LLM; cot; fine-grained modal alignment; Local enhancement; Qlora; self-instruct; Transformer & CNN; Zero shot","Image coding; Medical image processing; Problem oriented languages; Visual languages; Adaptive patch matching module; Bidirectional LLM; Cot; Fine grained; Fine-grained modal alignment; Local enhancement; Patch-matching; Qlora; Self-instruct; Transformer & CNN; Zero shot; Image segmentation","W. Zhi; College of Computer Science, Hubei University of Technology, Wuhan, 430000, China; email: 1840782209@qq.com","","Association for Computing Machinery","","979-840071826-7","","","English","ACM Int. Conf. Proc. Ser.","Conference paper","Final","","Scopus","2-s2.0-85201294968"
