"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Almorsi A.; Ahmed M.; Gomaa W.","Almorsi, Amr (59532592700); Ahmed, Mohanned (59530164100); Gomaa, Walid (57202989328)","59532592700; 59530164100; 57202989328","Guided Code Generation with LLMs: A Multi-Agent Framework for Complex Code Tasks","2024","Proceedings of the 12th International Japan-Africa Conference on Electronics, Communications, and Computations, JAC-ECC 2024","","","","215","218","4","10.1109/JAC-ECC64419.2024.11061204","https://www.scopus.com/pages/publications/105011049383?origin=resultslist","Egypt-Japan University of Science and Technology, ECCE School, Faculty of Engineering, Egypt; Alexandria University, Faculty of Engineering, Alexandria, Egypt","Almorsi A., Egypt-Japan University of Science and Technology, ECCE School, Faculty of Engineering, Egypt; Ahmed M., Egypt-Japan University of Science and Technology, ECCE School, Faculty of Engineering, Egypt; Gomaa W., Egypt-Japan University of Science and Technology, ECCE School, Faculty of Engineering, Egypt, Alexandria University, Faculty of Engineering, Alexandria, Egypt","Large Language Models (LLMs) have shown remarkable capabilities in code generation tasks, yet they face significant limitations in handling complex, long-context programming challenges and demonstrating complex compositional reasoning abilities. This paper introduces a novel agentic framework for 'guided code generation' that tries to address these limitations through a deliberately structured, fine-grained approach to code generation tasks. Our framework leverages LLMs' strengths as fuzzy searchers and approximate information retrievers while mitigating their weaknesses in long sequential reasoning and long-context understanding. Empirical evaluation using OpenAI's HumanEval benchmark with Meta's Llama 3.1 8B model (int4 precision) demonstrates a 23.79% improvement in solution accuracy compared to direct one-shot generation. Our results indicate that structured, guided approaches to code generation can significantly enhance the practical utility of LLMs in software development while overcoming their inherent limitations in compositional reasoning and context handling.  © 2024 IEEE.","Agents; Code Generation; Large Language Models; Prompting Techniques","Automatic programming; Codes (symbols); Intelligent agents; Multi agent systems; Software design; Codegeneration; Complex codes; Compositional reasoning; Fine grained; Language model; Large language model; Modeling strength; Multiagent framework; Prompting technique; Reasoning ability; Agents","A. Almorsi; Egypt-Japan University of Science and Technology, ECCE School, Faculty of Engineering, Egypt; email: amr.saleh@ejust.edu.eg","Sayed M.S.; Kanaya H.; Elmasry A.","Institute of Electrical and Electronics Engineers Inc.","","979-833153144-7","","","English","Proc. Int. Japan-Africa Conf. Electron., Commun., Comput., JAC-ECC","Conference paper","Final","","Scopus","2-s2.0-105011049383"
"Wei Y.; Wang Z.; Liu J.; Ding Y.; Zhang L.","Wei, Yuxiang (57478263400); Wang, Zhe (58884934400); Liu, Jiawei (57219762550); Ding, Yifeng (58836454900); Zhang, Lingming (57203347002)","57478263400; 58884934400; 57219762550; 58836454900; 57203347002","Magicoder: Empowering Code Generation with OSS-INSTRUCT","2024","Proceedings of Machine Learning Research","235","","","52632","52657","35","","https://www.scopus.com/pages/publications/85203825308?origin=resultslist","University of Illinois, Urbana-Champaign, United States; Tsinghua University, China","Wei Y., University of Illinois, Urbana-Champaign, United States; Wang Z., Tsinghua University, China; Liu J., University of Illinois, Urbana-Champaign, United States; Ding Y., University of Illinois, Urbana-Champaign, United States; Zhang L., University of Illinois, Urbana-Champaign, United States","We introduce Magicoder, a series of fully open-source (code, weights, and data) Large Language Models (LLMs) for code that significantly closes the gap with top code models while having no more than 7B parameters. Magicoder models are trained on 75K synthetic instruction data using OSS-INSTRUCT, a novel approach to enlightening LLMs with open-source code snippets to generate diverse instruction data for code. Our main motivation is to mitigate the inherent bias of the synthetic data generated by LLMs through the wealth of open-source references for the production of more realistic and controllable data. The orthogonality of OSS-INSTRUCT and other data generation methods like Evol-Instruct further enables us to build an enhanced MagicoderS. Both Magicoder and MagicoderS substantially outperform state-of-the-art code models with similar or even larger sizes on a wide range of coding benchmarks. Notably, MagicoderS-CL-7B based on CODELLAMA even surpasses the prominent ChatGPT on HumanEval+ (66.5 vs. 65.9 in pass@1). Overall, OSS-INSTRUCT opens a new direction for crafting diverse synthetic instruction data for code using abundant open-source references. Copyright 2024 by the author(s)","","Benchmarking; Modeling languages; Network security; Open source software; Code weight; Codegeneration; Data generation; Generation method; Language model; Open-source; Open-source code; Orthogonality; Source data; Synthetic data; Codes (symbols)","Y. Wei; University of Illinois, Urbana-Champaign, United States; email: ywei40@illinois.edu","Salakhutdinov R.; Kolter Z.; Heller K.; Weller A.; Oliver N.; Scarlett J.; Berkenkamp F.","ML Research Press","26403498","","","","English","Proc. Mach. Learn. Res.","Conference paper","Final","","Scopus","2-s2.0-85203825308"
"Kivroglou P.; Schlippe T.; Martin S.","Kivroglou, Paraskevi (60585355600); Schlippe, Tim (42062203500); Martin, Simon (60498569100)","60585355600; 42062203500; 60498569100","Investigating Retrieval Augmented Generation for LLM-Based Code Generation","2025","2025 3rd International Conference on Foundation and Large Language Models, FLLM 2025","","","","422","428","0","10.1109/FLLM67465.2025.11391177","https://www.scopus.com/pages/publications/105035828021?origin=resultslist","IU International University of Applied Sciences, Germany","Kivroglou P., IU International University of Applied Sciences, Germany; Schlippe T., IU International University of Applied Sciences, Germany; Martin S., IU International University of Applied Sciences, Germany","This paper investigates the effectiveness of Retrieval Augmented Generation (RAG) in enhancing program code generation capabilities of Large Language Models (LLMs). We conduct a systematic analysis using Qwen2.5-Coder, a state-of-the-art code generation model, across multiple experimental scenarios with varying degrees of retrieval augmentation and self-evaluation techniques. Our experiments on the MBPP+ benchmark reveal that RAG significantly improves code generation performance by up to 10.11% in pass@1 metrics compared to baseline approaches, with self-evaluation mechanisms further enhancing results by addressing edge cases and logical errors. We also demonstrate that optimal RAG implementation requires careful consideration of retrieval scope and relevance scoring. This work provides empirical evidence for the practical impact of RAG in code generation applications and offers insights into effective implementation strategies. © 2025 IEEE.","Artificial Intelligence; Code Generation; Large Language Models (LLMs); Prompt Engineering; Retrieval Augmented Generation (RAG); Self-Evaluation","Automatic programming; Benchmarking; Codes (symbols); Coding errors; Computational methods; Optimal systems; Codegeneration; Language model; Large language model; Model based code generation; Program-code generation; Prompt engineering; Retrieval augmented generation; Self evaluation; State of the art; Systematic analysis; Artificial intelligence","P. Kivroglou; IU International University of Applied Sciences, Germany; email: paraskevikivroglou@gmail.com","Erenli K.; Guetl C.; Jararweh Y.; Jansen J.","Institute of Electrical and Electronics Engineers Inc.","","979-833159409-1","","","English","Int. Conf. Found. Large Lang. Model, FLLM","Conference paper","Final","","Scopus","2-s2.0-105035828021"
"Zeng H.; Jiang D.; Wang H.; Nie P.; Chen X.; Chen W.","Zeng, Huaye (59144713900); Jiang, Dongfu (58034637800); Wang, Haozhe (57219637009); Nie, Ping (59639031700); Chen, Xiaotong (59636718400); Chen, Wenhu (57207770141)","59144713900; 58034637800; 57219637009; 59639031700; 59636718400; 57207770141","ACECODER: Acing Coder RL via Automated Test-Case Synthesis","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","1","","","12023","12040","3","10.18653/v1/2025.acl-long.587","https://www.scopus.com/pages/publications/105021014630?origin=resultslist","University of Waterloo, Canada; HKUST, Hong Kong; Netmind.AI, United Kingdom","Zeng H., University of Waterloo, Canada; Jiang D., University of Waterloo, Canada; Wang H., HKUST, Hong Kong; Nie P.; Chen X., Netmind.AI, United Kingdom; Chen W., University of Waterloo, Canada","Most progress in recent coder models has been driven by supervised fine-tuning (SFT), while the potential of reinforcement learning (RL) remains largely unexplored, primarily due to the lack of reliable reward data/model in the code domain. In this paper, we address this challenge by leveraging automated large-scale test-case synthesis to enhance code model training. Specifically, we design a pipeline that generates extensive (question, test-cases) pairs from existing code data. Using these test cases, we construct preference pairs based on pass rates over sampled programs to train reward models with Bradley-Terry loss. It shows an average of 10-point improvement for Llama-3.1-8B-Ins and 5-point improvement for Qwen2.5-Coder-7B-Ins through best-of-32 sampling, making the 7B model on par with 236B DeepSeekV2.5. Furthermore, we conduct reinforcement learning with both reward models and test-case pass rewards, leading to consistent improvements across HumanEval, MBPP, BigCodeBench, and LiveCodeBench (V4). Notably, we follow the R1-style training to start from Qwen2.5-Coder-base directly and show that our RL training can improve model on HumanEval-plus by over 25% and MBPP-plus by 6% for merely 80 optimization steps. We believe our results highlight the huge potential of reinforcement learning in coder models. © 2025 Association for Computational Linguistics.","","","","Che W.; Nabende J.; Shutova E.; Pilehvar M.T.","Association for Computational Linguistics (ACL)","0736587X","979-889176251-0","","","English","Proc. Annu. Meet. Assoc. Comput Linguist.","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105021014630"
"Sepidband M.; Taherkhani H.; Wang S.; Hemmati H.","Sepidband, Melika (59677738800); Taherkhani, Hamed (59318226200); Wang, Song (56995463200); Hemmati, Hadi (15046849800)","59677738800; 59318226200; 56995463200; 15046849800","Enhancing LLM-Based Code Generation with Complexity Metrics: A Feedback-Driven Approach","2025","Proceedings - 2025 IEEE 49th Annual Computers, Software, and Applications Conference, COMPSAC 2025","","","","1416","1426","0","10.1109/COMPSAC65507.2025.00178","https://www.scopus.com/pages/publications/105016261813?origin=resultslist","York University, Lassonde School of Eng., Toronto, Canada","Sepidband M., York University, Lassonde School of Eng., Toronto, Canada; Taherkhani H., York University, Lassonde School of Eng., Toronto, Canada; Wang S., York University, Lassonde School of Eng., Toronto, Canada; Hemmati H., York University, Lassonde School of Eng., Toronto, Canada","Automatic code generation has gained significant momentum with the advent of Large Language Models (LLMs) such as GPT-4. Although many studies focus on improving the effectiveness of LLMs for code generation, very limited work tries to understand the generated code's characteristics and leverage that to improve failed cases. In this paper, as the most straightforward characteristic of code, we investigate the relationship between code complexity and the success of LLM-generated code. Using a large set of standard complexity metrics, we first conduct an empirical analysis to explore their correlation with LLM's performance on code generation (i.e., Pass@1). Using logistic regression models, we identify which complexity metrics are most predictive of code correctness. Building on these findings, we propose an iterative feedback method, where LLMs are prompted to generate correct code based on complexity metrics from previous failed outputs. We validate our approach across multiple benchmarks (i.e., HumanEval, MBPP, LeetCode, and BigCodeBench) and various LLMs (i.e., GPT-4o, GPT-3.5 Turbo, Llama 3.1, and GPT-o3 mini), comparing the results with two baseline methods: (a) zero-shot generation, and (b) iterative execution-based feedback without our code complexity insights. Experiment results show that our approach makes notable improvements, particularly with a smaller LLM (GPT-3.5 Turbo), where, e.g., Pass@1 increased by 35.71% compared to the baseline's improvement of 12.5% on the HumanEval dataset. The study expands experiments to BigCodeBench and integrates the method with the Reflexion code generation agent, leading to Pass@1 improvements of 20% (GPT-4o) and 23.07% (GPT-o3 mini). The results highlight that complexity-aware feedback enhances both direct LLM prompting and agent-based workflows.  © 2025 IEEE.","Automatic Code Generation; Code Complexity Metrics; Iterative feedback; Large Language Models","Codes (symbols); Computational complexity; Computational methods; Feedback; Iterative methods; Large datasets; Logistic regression; Automatic code generations; Code complexity; Code complexity metric; Codegeneration; Complexity metrics; Empirical analysis; Iterative feedback; Language model; Large language model; Model based code generation; Automatic programming","M. Sepidband; York University, Lassonde School of Eng., Toronto, Canada; email: melikasp@yorku.ca","Shahriar H.; Alam K.S.; Ohsaki H.; Cimato S.; Capretz M.; Ahmed S.; Ahamed S.I.; Majumder A.J.A.; Haque M.; Yoshihisa T.; Cuzzocrea A.; Takemoto M.; Sakib N.; Elsayed M.","Institute of Electrical and Electronics Engineers Inc.","","979-833157434-5","","","English","Proc. - IEEE Annu. Comput., Softw., Appl. Conf., COMPSAC","Conference paper","Final","","Scopus","2-s2.0-105016261813"
"Awan S.A.; Khattak M.A.K.; Khan A.A.; Sathio A.A.; Alsayaydeh J.A.J.; Bacarra R.; Herawan S.G.; Aziz R.","Awan, Shafique Ahmed (57412692900); Khattak, Muazzam Ali Khan (59692542300); Khan, Abdullah Ayub (57223873126); Sathio, Anwar Ali (57279420900); Alsayaydeh, Jamil Abedalrahim Jamil (55321309000); Bacarra, Rex (59129597700); Herawan, Safarudin Gazali (17434542800); Aziz, Rehman (60411318400)","57412692900; 59692542300; 57223873126; 57279420900; 55321309000; 59129597700; 17434542800; 60411318400","Meta-analysis of large language models: benchmarking DeepSeek-R1 against ChatGPT, Gemini, Qwen, and LLaMA","2026","Journal of Big Data","13","1","26","","","1","10.1186/s40537-025-01330-3","https://www.scopus.com/pages/publications/105030849180?origin=resultslist","Department of CS, Quaid-I-Azam University, Islamabad, Pakistan; Department of Computer Science, Bahria University Karachi Campus, Karachi, 75260, Pakistan; Department of CS & IT, Benazir Bhutto Shaheed University, Sindh, Karachi, Pakistan; Department of Engineering Technology, Fakulti Teknologi Dan Kejuruteraan Elektronik Dan Komputer (FTKEK), Universiti Teknikal Malaysia Melaka (UTeM), Melaka, 76100, Malaysia; Department of General Education and Foundation, Rabdan Academy, Abu Dhabi, United Arab Emirates; Industrial Engineering Department, Faculty of Engineering, Bina Nusantara University, Jakarta, 11480, Indonesia","Awan S.A., Department of CS, Quaid-I-Azam University, Islamabad, Pakistan; Khattak M.A.K., Department of CS, Quaid-I-Azam University, Islamabad, Pakistan; Khan A.A., Department of Computer Science, Bahria University Karachi Campus, Karachi, 75260, Pakistan; Sathio A.A., Department of CS & IT, Benazir Bhutto Shaheed University, Sindh, Karachi, Pakistan; Alsayaydeh J.A.J., Department of Engineering Technology, Fakulti Teknologi Dan Kejuruteraan Elektronik Dan Komputer (FTKEK), Universiti Teknikal Malaysia Melaka (UTeM), Melaka, 76100, Malaysia; Bacarra R., Department of General Education and Foundation, Rabdan Academy, Abu Dhabi, United Arab Emirates; Herawan S.G., Industrial Engineering Department, Faculty of Engineering, Bina Nusantara University, Jakarta, 11480, Indonesia; Aziz R., Department of CS, Quaid-I-Azam University, Islamabad, Pakistan","The rapid evolution of large language models (LLMs), GPT-4 Turbo, Google Gemini, Qwen, Meta’s LLaMA 3.1, and DeepSeek-R1 has redefined the landscape of artificial intelligence. In the study, we conduct a hybrid meta-analysis integrating publicly available benchmarks, model cards, technical reports, and open-source repositories to evaluate LLMs across both performance and operational dimensions. Quantitative data were aggregated from standardized tasks such as MMLU (reasoning), HumanEval (code generation), FLORES-200 (translation), and TyDiQA (multilingual Q&A), complemented by efficiency metrics including FLOPs, GPU hours, inference latency, and subscription costs. A big data–driven KPI framework covering scalability index, data-throughput rate, energy per token, and training cost efficiency was applied to enable normalized, cross-model comparison. Results indicate that DeepSeek-R1 demonstrates strong coding and multilingual efficiency, ChatGPT-4 Turbo leads in reasoning accuracy, Gemini Ultra excels in multimodal inference, Qwen is competitive in Chinese-language tasks, and LLaMA 3.1 remains the most adaptable open-source option. Across datasets, DeepSeek-R1 achieved 80.2 ± 1.5% on HumanEval and 78.5 ± 1.8% on MMLU, compared with ChatGPT-4 Turbo’s 86.5 ± 1.9%; these gaps fall within observed heterogeneity (I2 = 14.6%). The findings highlight trade-offs among accuracy, scalability, and cost efficiency, emphasizing the need for transparent, sustainable, and multimodal LLM development. © The Author(s) 2025.","AR; ChatGPT; DeepSeek; Ethics; Gemini; LLaMA; LLM; Qwen","Artificial intelligence; Benchmarking; Computational linguistics; Cost effectiveness; Natural language processing systems; Open source software; Open systems; Scalability; AR; ChatGPT; Cost-efficiency; Deepseek; Geminus; Language model; Large language model; LLaMA; Meta-analysis; Qwen; Economic and social effects","A.A. Khan; Department of Computer Science, Bahria University Karachi Campus, Karachi, 75260, Pakistan; email: abdullah.khan00763@gmail.com; J.A.J. Alsayaydeh; Department of Engineering Technology, Fakulti Teknologi Dan Kejuruteraan Elektronik Dan Komputer (FTKEK), Universiti Teknikal Malaysia Melaka (UTeM), Melaka, 76100, Malaysia; email: jamil@utem.edu.my","","Springer Nature","21961115","","","","English","J. Big Data","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030849180"
"Muennighoff N.; Liu Q.; Zebaze A.; Zheng Q.; Hui B.; Zhuo T.Y.; Singh S.; Tang X.; von Werra L.; Longpre S.","Muennighoff, Niklas (57221839796); Liu, Qian (58796843000); Zebaze, Armel (58309473200); Zheng, Qinkai (57212200295); Hui, Binyuan (57215133979); Zhuo, Terry Yue (57566121000); Singh, Swayam (58309665600); Tang, Xiangru (57220984301); von Werra, Leandro (56156898400); Longpre, Shayne (57217314194)","57221839796; 58796843000; 58309473200; 57212200295; 57215133979; 57566121000; 58309665600; 57220984301; 56156898400; 57217314194","OCTOPACK: INSTRUCTION TUNING CODE LARGE LANGUAGE MODELS","2024","12th International Conference on Learning Representations, ICLR 2024","","","","","","40","","https://www.scopus.com/pages/publications/85200578338?origin=resultslist","","","Finetuning large language models (LLMs) on instructions leads to vast performance improvements on natural language tasks. We apply instruction tuning using code, leveraging the natural structure of Git commits, which pair code changes with human instructions. We compile COMMITPACK: 4 terabytes of Git commits across 350 programming languages. We benchmark COMMITPACK against other natural and synthetic code instructions (xP3x, Self-Instruct, OASST) on the 16B parameter StarCoder model, and achieve state-of-the-art performance among models not trained on OpenAI outputs, on the HumanEval Python benchmark (46.2% pass@1). We further introduce HUMANEVALPACK, expanding the HumanEval benchmark to a total of 3 coding tasks (Code Repair, Code Explanation, Code Synthesis) across 6 languages (Python, JavaScript, Java, Go, C++, Rust). Our models, OCTOCODER and OCTOGEEX, achieve the best performance across HUMANEVALPACK among all permissive models, demonstrating COMMITPACK's benefits in generalizing to a wider set of languages and natural coding tasks. Code, models and data are freely available at https://github.com/bigcode-project/octopack. © 2024 12th International Conference on Learning Representations, ICLR 2024. All rights reserved.","","Benchmarking; C++ (programming language); Codes (symbols); Computational linguistics; Natural language processing systems; C: rusts; Code changes; Code synthesis; Javascript; Language model; Natural coding; Natural languages; Natural structures; Performance; State-of-the-art performance; Python","","","International Conference on Learning Representations, ICLR","","","","","English","Int. Conf. Learn. Represent., ICLR","Conference paper","Final","","Scopus","2-s2.0-85200578338"
"Mohammadi Esfahani A.; Kahani N.; Ajila S.A.","Mohammadi Esfahani, Ali (60756330500); Kahani, Nafiseh (56017916900); Ajila, Samuel A. (6507997919)","60756330500; 56017916900; 6507997919","Prompt Optimization for LLM Code Generation via Reinforcement Learning","2027","Lecture Notes in Computer Science","16699 LNCS","","","34","48","0","10.1007/978-3-032-30699-9_3","https://www.scopus.com/pages/publications/105045577456?origin=resultslist","Carleton University, Ottawa, ON, Canada","Mohammadi Esfahani A., Carleton University, Ottawa, ON, Canada; Kahani N., Carleton University, Ottawa, ON, Canada; Ajila S.A., Carleton University, Ottawa, ON, Canada","Large Language Models (LLMs) can generate code from natural language, but their performance is highly sensitive to prompt formulation. We propose a reinforcement-learning-based framework that models prompt refinement as a sequential decision-making problem. A Proximal Policy Optimization (PPO) agent iteratively improves prompts using a hybrid action space that combines direct generation, genetic lexical mutation and semantic rewriting, guided by shaped rewards derived from unit-test feedback. We evaluate the framework on MBPP+, HumanEval+, and APPS using CodeT5+, CodeLLaMA, and DeepSeek-Coder as frozen code generators. On the 500-task MBPP+ test set, the PPO agent achieves strict Pass@1 scores of 57.58%, 64.80%, and 85.50%, respectively, outperforming EPiC, Reflexion, and Random-Hybrid. SoftPass@1 reaches 67.90%, 73.10%, and 88.20%, respectively. Similar improvements are observed on HumanEval+ and APPS across all backbone models. The results demonstrate that reinforcement learning with shaped test-driven rewards improves functional correctness in LLM-based code generation. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Code Generation; Genetic Algorithm; Large Language Models; Prompt Engineering; Reinforcement Learning","Codes (symbols); Computational linguistics; Computational methods; Decision making; Iterative methods; Learning algorithms; Natural language processing systems; Optimal systems; Semantics; Codegeneration; Language model; Large language model; Natural languages; Optimisations; Performance; Policy optimization; Prompt engineering; Reinforcement learnings; Sequential decision making; Genetic algorithms; Reinforcement learning","A. Mohammadi Esfahani; Carleton University, Ottawa, Canada; email: alimohammadiesfahani@cmail.carleton.ca","Assunção W.K.G.; Kim M.; Ouni A.","Springer Science and Business Media Deutschland GmbH","03029743","978-303230698-2","","","English","Lect. Notes Comput. Sci.","Conference paper","Final","","Scopus","2-s2.0-105045577456"
"Danda P.R.; Li X.","Danda, Pranav Reddy (60744493400); Li, Xue (60744026300)","60744493400; 60744026300","Energy Profiling of Pruned LLMs During Python Code Generation","2026","Proceedings of the 16th ACM International Green and Sustainable Computing Conference, IGSC 2026","","","","42","47","0","10.1145/3797248.3815410","https://www.scopus.com/pages/publications/105044884110?origin=resultslist","Webster University, Saint Louis, MO, United States","Danda P.R., Webster University, Saint Louis, MO, United States; Li X., Webster University, Saint Louis, MO, United States","Large Language Models (LLMs) demand substantial computational energy during inference, raising growing concerns about their environmental footprint. Structured width pruning has emerged as a widely adopted compression technique that reduces model size by permanently removing less critical weight channels, offering energy savings at the cost of predictive accuracy. However, the relationship between pruning intensity and actual energy consumption remains underexplored. In this paper, we empirically investigate this tradeoff across the Llama-3.2 (1B, 3B) and Llama-3.1 (8B) model families, measuring both energy consumption and functional accuracy at inference time under varying levels of structured width pruning. Code generation is used as the evaluation domain, with the accuracy assessed via the HumanEval benchmark. Energy consumption across GPU, CPU, and DRAM is measured using the Zeus library. Our results reveal that pruning only makes the model more energy efficient until a threshold and heavily pruned models can consume more energy than their unpruned baselines. We analyze this phenomenon across model scales and pruning percentages, offering insight into how over-pruning disrupts computational efficiency. © 2026 Copyright held by the owner/author(s).","Gated Linear Unit (GLU); green AI; HumanEval; inference energy; large language models; Structured pruning","Computational linguistics; Energy efficiency; Energy utilization; Program processors; Energy; Energy-consumption; Gated linear unit; Green AI; Humaneval; Inference energy; Language model; Large language model; Linear units; Structured pruning; Computational efficiency","P.R. Danda; Webster University, Saint Louis, United States; email: pranavreddydanda@gmail.com","Chen F.; Zhou P.; Zand R.; Roohi A.; Hu J.; Yang X.","Association for Computing Machinery, Inc","","979-840072520-3","","","English","Proc. ACM Int. Green Sustain. Comput. Conf., IGSC","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044884110"
"Guo J.","Guo, Jiachang (60786343100)","60786343100","MERIT: A Multi-Signal Repair Framework for Code Translation with Large Language Models","2026","2026 7th International Conference on Big Data and Artificial Intelligence and Software Engineering, ICBASE 2026","","","","597","605","0","10.1109/ICBASE70763.2026.11619379","https://www.scopus.com/pages/publications/105047042212?origin=resultslist","Huazhong University of Science and Technology, School of Artificial Intelligence and Automation, Wuhan, China","Guo J., Huazhong University of Science and Technology, School of Artificial Intelligence and Automation, Wuhan, China","Code translation converts source code from one programming language to another while preserving functional behavior, and is critical for legacy migration and cross-platform development. Recent prompt-based LLM approaches such as UniTrans and TRANSAGENT show promise, but their repair stage relies almost exclusively on runtime test feedback, which is insufficient for diagnosing uncompilable code or silent structural errors. We propose MERIT (Multi-Signal Error Repair via Intelligent Translation), a repair framework that jointly exploits four complementary signals: abstract syntax tree (AST) structural comparison against a same-language reference, a language knowledge base, error pattern matching, and LLM self-reflection. Across TransCoder and HumanEval-X, six translation directions among Python, Java, and C++, and five LLMs of varying capability (Claude Sonnet 4.6, Grok-4, Grok-3, GPT-4.1, and CodeLlama-7B), MERIT consistently improves every model, yielding relative gains of 1.3% 13.1% in compilation accuracy (CA) and 1.3% 25.7% in execution accuracy (EA), and it outperforms the single-signal baseline UniTrans by 3.0 3.6 percentage points on CodeLlama- 7B under identical settings. A leave-one-out ablation, an ordersensitivity incremental ablation, and an error-cause analysis jointly confirm that the four signals are complementary and nonredundant. Multi-signal repair is therefore substantially more effective than single-signal repair, and MERIT is model-agnostic and easy to deploy.. © 2026 IEEE.","abstract syntax tree; code translation; large language models; program repair; prompt engineering","Codes (symbols); Computational linguistics; Errors; Functional programming; Knowledge based systems; Pattern matching; Program translators; Repair; Syntactics; Translation (languages); Abstract Syntax Trees; Code translation; Error repair; Functional behaviors; Language model; Large language model; Program repair; Prompt engineering; Signal errors; Source codes; Ablation","J. Guo; Huazhong University of Science and Technology, School of Artificial Intelligence and Automation, Wuhan, China; email: U202414111@hust.edu.cn","","Institute of Electrical and Electronics Engineers Inc.","","979-831954190-1","","","English","Int. Conf. Big Data Artif. Intell. Softw. Eng., ICBASE","Conference paper","Final","","Scopus","2-s2.0-105047042212"
"Morte F.B.; Sousa P.; Goncalves G.; Klautau A.","Morte, Frank B. (59694066700); Sousa, Pedro (59694257200); Goncalves, Glauco (35147750300); Klautau, Aldebaro (35609405200)","59694066700; 59694257200; 35147750300; 35609405200","Efficient LLM Tuning: A Multi-Objective Approach for Code Generation","2025","2025 Workshop on Communication Networks and Power Systems, WCNPS 2025","","","","","","0","10.1109/WCNPS69127.2025.11295914","https://www.scopus.com/pages/publications/105032412335?origin=resultslist","Federal University of Pará (UFPA), Brazil","Morte F.B., Federal University of Pará (UFPA), Brazil; Sousa P., Federal University of Pará (UFPA), Brazil; Goncalves G., Federal University of Pará (UFPA), Brazil; Klautau A., Federal University of Pará (UFPA), Brazil","Configuring Large Language Model (LLM) hyperparameters to balance accuracy and computational cost for code generation is a critical challenge. We propose a multi-objective optimization framework using the NSGA-II genetic algorithm to address this. The framework co-optimizes inference parameters and prompting strategies to simultaneously maximize code accuracy and minimize token consumption. Validated on the HumanEval benchmark across three LLMs (Llama-3-8B, Qwen2.5-Coder-7B, and Mistral-7B), our approach identified Pareto-optimal fronts that surpassed the accuracy of a sequential search baseline while reducing optimization time by 6 to 12 times. This work contributes a robust, automated framework for LLM tuning, providing practitioners with validated configurations for diverse operational constraints.  © 2025 IEEE.","Genetic Algorithm; Large Language Model; NSGA-II; Optimization","Codes (symbols); Multiobjective optimization; Optimal systems; Pareto principle; Tuning; Codegeneration; Computational costs; Hyper-parameter; Language model; Large language model; Model tuning; Multi objective; NSGA-II; Objective approaches; Optimisations; Genetic algorithms","","","Institute of Electrical and Electronics Engineers Inc.","","979-833157075-0","","","English","Workshop Commun. Networks Power Syst.,WCNPS","Conference paper","Final","","Scopus","2-s2.0-105032412335"
